player_tm_id,player,dob,profile_full_name,profile_nationality,candidate_fm_id,candidate_fifa_id,candidate_name,candidate_common_name,candidate_nationality_id,candidate_club_id,target_club_id,name_similarity,decision,reason,profile_source,profile_source_sha256,roster_source,roster_source_sha256,snapshot_date
1086381,Erick Nunes,2004-02-29,,Brasilien,236115,70115,Erick Barbosa dos Santos,Erick,54,458755,458755,0.6667,BRIDGE_EXISTING_NATIVE08,Unique same-DOB/current-club alias with cached roster and profile evidence,https://www.transfermarkt.de/erick-nunes/profil/spieler/1086381,652cb2588f81bafc1d6ec1b37e98d4be542542a9ac03a88da6fe325742373258,https://www.transfermarkt.de/cercle-brugge/kader/verein/520/saison_id/2026/plus/1,7cdfb59fb0a1a9a437a93f97e502615933029fa25dc8530a34a7715ac5027f03,2026-09-12
923838,Steve Ngoura,2005-02-22,Steve Eyrolle Ngoura,Frankreich Kamerun,236110,271256,Steve N'Goura,,18,458755,458755,1.0000,BRIDGE_EXISTING_NATIVE08,Unique same-DOB/current-club alias with cached roster and profile evidence,https://www.transfermarkt.de/steve-ngoura/profil/spieler/923838,801a7ec45ce0cebb70424af894a35433f00cd03a0c5f894a1aaee91470792df6,https://www.transfermarkt.de/cercle-brugge/kader/verein/520/saison_id/2026/plus/1,7cdfb59fb0a1a9a437a93f97e502615933029fa25dc8530a34a7715ac5027f03,2026-09-12
406559,Timothy Eyoma,2000-01-29,Timothy Joel Eyoma,England Nigeria,237025,241040,TJ Eyoma,,14,458783,458783,0.6316,BRIDGE_EXISTING_NATIVE08,Unique same-DOB/current-club alias with cached roster and profile evidence,https://www.transfermarkt.de/timothy-eyoma/profil/spieler/406559,31868a1506eec4eb7873adc0676ff9161ac9063ee3ec46be9d5996ed75882e5a,https://www.transfermarkt.de/lommel-sk/kader/verein/5026/saison_id/2026/plus/1,9ff756a9f65fb1a83d753e141d2c89530fd8a9311bba2096f5846c718c381d8a,2026-09-12
820146,Check Keita,2003-04-02,,Mali Frankreich,235539,272407,Cheick Keita,,126,458761,458761,0.9524,BRIDGE_EXISTING_NATIVE08,Unique same-DOB/current-club alias with cached roster and profile evidence,https://www.transfermarkt.de/check-keita/profil/spieler/820146,8d790d89a7700fc2dd8ef7bf9c07c789b4839a8881af9ecee892f374d8ee37d0,https://www.transfermarkt.de/royal-charleroi-sc/kader/verein/172/saison_id/2026/plus/1,be345af7e14ab40246420c64e873b34283e56e8aafa6f5b344acf44cf11dfec1,2026-09-12
743377,Noah Mawete,2005-10-17,Noah Emmanuel M. Mawete Kinsiona,DR Kongo Belgien,236612,0,Noah Mawete Kinsiona,,110,458788,458788,0.8000,BRIDGE_EXISTING_NATIVE08,Unique same-DOB/current-club alias with cached roster and profile evidence,https://www.transfermarkt.de/noah-mawete/profil/spieler/743377,e5652f7dda03cd4e6acaa21bab2daeccf23cdb35b94c1f086e81f1327c8c6862,https://www.transfermarkt.de/sk-beveren/kader/verein/28643/saison_id/2026/plus/1,7bd09a7ce8449fd8a09e77af941f3d0069233ed39a454f5073c6ab7bfe083ae7,2026-09-12
1118150,Emmanuel Uchenna,2003-12-04,Emmanuel Uchenna Aririerisim,Nigeria,295986,76097,Uchenna Aririerisim,,133,786442,786442,0.8182,BRIDGE_EXISTING_NATIVE08,Unique same-DOB/current-club alias with cached roster and profile evidence,https://www.transfermarkt.de/emmanuel-uchenna/profil/spieler/1118150,13f3f1f45cde9943f86bd88cfd9aad1451b9848785dcf2140ceb90863b227f82,https://www.transfermarkt.de/ac-sparta-prag/kader/verein/197/saison_id/2026/plus/1,6b74c895ae1857517e5325904312eb2643155a1ddb4be2ba7e884a9840dcea35,2026-09-12
1118054,Abdullahi Bewene,2004-11-29,Abdullahi Ibrahim Bewene,Nigeria,296616,0,Ibrahim Bewene,,133,786446,786446,0.7429,BRIDGE_EXISTING_NATIVE08,Unique same-DOB/current-club alias with cached roster and profile evidence,https://www.transfermarkt.de/abdullahi-bewene/profil/spieler/1118054,247feea597ba63938c0834d076bbfdc5fc0a3482f850c5a30fc51b88d2b2dbb8,https://www.transfermarkt.de/fc-banik-ostrau/kader/verein/377/saison_id/2026/plus/1,3717000ca143110b9cff7bc66843b5e54104cdaa75d0e196220c4e77c8b4d611,2026-09-12
943864,Colin Andrew,2004-02-25,,Tschechien Nigeria,,,,,,,786447,0.0000,HOLD_IDENTITY_REVIEW,No unique fully bound Native08 alias,https://www.transfermarkt.de/colin-andrew/profil/spieler/943864,478e45c4667ce3a674cc28930c9f63f75989a7667a6d5741ce79fb5918adc032,https://www.transfermarkt.de/fc-zbrojovka-brunn/kader/verein/5225/saison_id/2026/plus/1,1aeecf841a85ad9d35469b9ba37af49f38aee1b2e160fdd7ebc2df04f3863d83,2026-09-12
1048442,Bolu Ogungbayi,2004-05-16,Boluwatife Victor Ogungbayi,Nigeria,,,,,,,786434,0.0000,HOLD_IDENTITY_REVIEW,No unique fully bound Native08 alias,https://www.transfermarkt.de/bolu-ogungbayi/profil/spieler/1048442,077d2f19049ad86899b91edfaf5bd5e47a5857673e316c0a930a9ecdae35deab,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
941029,Dominik Mares,2003-02-03,Dominik Mareš,Tschechien,,,,,,,786434,0.0000,HOLD_IDENTITY_REVIEW,No unique fully bound Native08 alias,https://www.transfermarkt.de/dominik-mares/profil/spieler/941029,5dea33fc95fc4c446139b5c9e266eb7ed1c876af3663d9d3020a0ad6b97ddea1,https://www.transfermarkt.de/fk-mlada-boleslav/kader/verein/5546/saison_id/2026/plus/1,5a8600e42926651e56482ac4dac8c6e5e0e3e1754eacf142566e811f0e9bca53,2026-09-12
